dataset,surrogate model,acquisition function,num_iteration,time,Median(model_runs),Mean(model_runs),Standard_Deviation(model_runs),activation,dropout,lr,momentum,num_epochs,num_layers,num_neurons,num_samples,num_topics,solver,Coherence(not optimized),Topic diversity(not optimized)
dataset_name,RF,LCB,0,1070.221137046814,0.38191428104417346,0.3811562008213107,0.0036429780773364877,relu,0.7910004306992118,0.0007836082746486817,0.656529153009486,268,4,220,13,40,adam,-0.5023907675709216,0.8225
dataset_name,RF,LCB,1,962.9292986392975,0.528390380492113,0.5207278751340692,0.014907541267827841,softplus,0.7055276827236003,0.0074746214227875245,0.5502023846287526,134,5,392,34,40,sgd,-0.21347915435574735,0.7875
dataset_name,RF,LCB,2,654.0365600585938,0.4290290250437011,0.4328868418896262,0.008510978045037986,relu,0.028943043979222333,0.005098679239667187,0.8596754237527693,267,3,227,6,40,adam,-0.41897236546312655,0.8275
dataset_name,RF,LCB,3,330.1871645450592,0.5007315137252483,0.49357951367261244,0.015272919509678889,relu,0.7597050145989949,0.004190336015327252,0.511510966607565,348,4,547,49,40,sgd,-0.23264631019056786,0.6975
dataset_name,RF,LCB,4,573.4116265773773,0.5273224289179711,0.5316640949739163,0.01135921046632924,relu,0.3530675708499147,0.00947994740886307,0.8066313378774554,113,3,356,31,40,sgd,-0.14290524929685122,0.71
dataset_name,RF,LCB,5,608.4648973941803,0.5132126311592581,0.5139321414319477,0.02368295251743067,relu,0.0677090881302927,0.006706904747363482,0.7222663559159085,206,4,842,28,40,sgd,-0.1963254437721021,0.71
dataset_name,RF,LCB,6,510.76905822753906,0.43648730925332474,0.43377386503523613,0.004588868414638365,relu,0.8905601836208983,0.007797775601282859,0.989715126119049,182,5,114,26,40,adam,-0.3990594459432762,0.765
dataset_name,RF,LCB,7,693.0692188739777,0.5563166013177074,0.5521009858697686,0.013976837419611806,relu,0.2663804962833017,0.009617845973835994,0.8978130896880734,74,1,580,42,40,sgd,-0.11422720247165499,0.745
dataset_name,RF,LCB,8,759.8051483631134,0.5260149786151411,0.529428489637331,0.013344641295948126,relu,0.39836231370776864,0.009819142735558112,0.5497520994214001,147,9,111,39,40,sgd,-0.1868422561543382,0.7725
dataset_name,RF,LCB,9,357.9238336086273,0.45163100179475346,0.45063677461653157,0.005610688922824559,relu,0.10418858483714014,0.009297380264671246,0.7356074450224181,50,10,11,35,40,adam,-0.37453573510206206,0.82
