dataset,surrogate model,acquisition function,num_iteration,time,Median(model_runs),Mean(model_runs),Standard_Deviation(model_runs),chunksize,h_max_iter,h_stop_condition,kappa,minimum_probability,num_topics,passes,w_max_iter,w_stop_condition,Coherence(not optimized),Topic diversity(not optimized)
dataset_name,RF,LCB,0,244.325763463974,0.5626112498049277,0.5662231620052606,0.012903575680202726,4820,85,0.001621462067862438,0.6597236255198837,0.05366684736783671,30,107,167,0.000258599175944627,-0.05327451232923368,0.6933333333333334
dataset_name,RF,LCB,1,840.3114149570465,0.568139531660485,0.5658508185949912,0.01009101957588593,1360,92,0.009169528088164087,0.8071647705303653,0.08182534973762229,30,443,109,0.00035215736837530164,-0.03427672085692428,0.69
dataset_name,RF,LCB,2,446.31846356391907,0.57070794212286,0.5698053165931288,0.005142968144925862,5273,80,0.009716335654208971,0.6627570227987455,0.05797714744644096,30,224,483,0.0008515426771950209,-0.014244139703003051,0.6766666666666666
dataset_name,RF,LCB,3,606.8753650188446,0.567330249588514,0.5641327470779709,0.005262375568181468,5156,21,0.002346454071148054,0.885738137367893,0.08306547005797021,30,335,249,0.00031851495066278677,-0.046125610986331805,0.6766666666666666
dataset_name,RF,LCB,4,339.2820839881897,0.5696515093476913,0.5722655452120676,0.010574512675185789,9225,31,0.007001969630924772,0.8367199355096173,0.09200749448597417,30,178,486,0.0006890760829715061,-0.02657820194176052,0.6866666666666666
dataset_name,RF,LCB,5,829.6568510532379,0.568495714612235,0.5752066412673761,0.01170238301120944,5629,54,0.007352892880876622,0.8157597011274815,0.05643485976274054,30,447,179,0.0008133842126763416,-0.038751294847381705,0.6966666666666667
dataset_name,RF,LCB,6,159.57566499710083,0.5680590775602549,0.5672309821362344,0.004868007980353321,8517,38,0.00933761704566553,0.5100763110127147,0.06530178717462123,30,84,230,0.0005869803285776918,-0.02424951442775385,0.67
dataset_name,RF,LCB,7,906.9125008583069,0.577536503100081,0.5727203679480333,0.011146960200622906,5245,60,0.006571715014662047,0.5037207353364316,0.09558493561663331,30,488,306,0.0006728123173686171,-0.02560300980732493,0.6833333333333333
dataset_name,RF,LCB,8,96.79915165901184,0.5731584005494523,0.5655288340405557,0.011913851750156423,7132,53,0.005532091190415137,0.9542607538015333,0.08719202948311718,30,46,470,0.0006366089757848958,0.0015526769629760767,0.67
dataset_name,RF,LCB,9,36.696444511413574,0.545946320283494,0.5475165085537513,0.0076839145426692256,2019,49,0.006796381471582807,0.802707627080947,0.09599343586729303,30,13,319,0.0006317889548037621,-0.028695138082120975,0.6233333333333333
