dataset,surrogate model,acquisition function,num_iteration,time,Median(model_runs),Mean(model_runs),Standard_Deviation(model_runs),chunksize,h_max_iter,h_stop_condition,kappa,minimum_probability,num_topics,passes,w_max_iter,w_stop_condition,Coherence(not optimized),Topic diversity(not optimized)
dataset_name,RF,LCB,0,229.39192295074463,0.5729154589205518,0.5701421652088609,0.010680376608111875,4820,85,0.001621462067862438,0.6597236255198837,0.05366684736783671,40,107,167,0.000258599175944627,0.009345281821901802,0.68
dataset_name,RF,LCB,1,943.0263659954071,0.6016549707531155,0.5955785178263765,0.02095369071653376,1360,92,0.009169528088164087,0.8071647705303653,0.08182534973762229,40,443,109,0.00035215736837530164,0.052256755357779426,0.7025
dataset_name,RF,LCB,2,447.07835602760315,0.5706158404765713,0.5751626824146533,0.008719657421158952,5273,80,0.009716335654208971,0.6627570227987455,0.05797714744644096,40,224,483,0.0008515426771950209,-0.024599413891823227,0.6875
dataset_name,RF,LCB,3,653.7765169143677,0.5783470738569731,0.584829103511825,0.011791336932996404,5156,21,0.002346454071148054,0.885738137367893,0.08306547005797021,40,335,249,0.00031851495066278677,0.006467033968826386,0.685
dataset_name,RF,LCB,4,360.78646969795227,0.5831471299942673,0.5817029315281181,0.010651996402868956,9225,31,0.007001969630924772,0.8367199355096173,0.09200749448597417,40,178,486,0.0006890760829715061,0.023724069506100873,0.6775
dataset_name,RF,LCB,5,860.8767583370209,0.5844844067078822,0.5876391854196478,0.007241673063198217,5629,54,0.007352892880876622,0.8157597011274815,0.05643485976274054,40,447,179,0.0008133842126763416,0.0192790671102376,0.7025
dataset_name,RF,LCB,6,991.9095768928528,0.5863826147678544,0.5846522955529488,0.0030415720913808727,8952,83,0.0013645951905033277,0.9825399684034128,0.03090739736438774,40,440,269,0.0008435729109445178,0.016694337683157603,0.6925
dataset_name,RF,LCB,7,852.6165843009949,0.5834330206531996,0.5823101410193019,0.0028224655844194175,7772,14,0.0025853514053599752,0.5636102445348037,0.09701556902198345,40,440,260,0.0006233526670787223,0.014899995824984458,0.68
dataset_name,RF,LCB,8,784.9518902301788,0.5788702147951973,0.5821572682512555,0.008599391916177205,840,56,0.009819679588399514,0.9324087430625077,0.0820326871373006,40,400,222,0.0008733457577178037,-0.00023016330353642784,0.695
dataset_name,RF,LCB,9,947.4640953540802,0.590904231950644,0.5885003501838391,0.00729361541216773,5394,98,0.007006669760571197,0.5365908749578859,0.07843575813250007,40,442,195,0.00047888576418328563,0.014602332189241632,0.6875
