dataset,surrogate model,acquisition function,num_iteration,time,Median(model_runs),Mean(model_runs),Standard_Deviation(model_runs),activation,dropout,lr,momentum,num_epochs,num_layers,num_neurons,num_samples,num_topics,solver,Coherence(not optimized),Topic diversity(not optimized)
dataset_name,RF,LCB,0,307.3682231903076,0.4097473341699673,0.40807380890977624,0.002643947335300447,relu,0.7910004306992118,0.0007836082746486817,0.656529153009486,268,4,220,13,20,adam,-0.4503713869633962,0.8
dataset_name,RF,LCB,1,113.86195421218872,0.4527055787757171,0.4529096809303728,0.0016680628894514035,softplus,0.7055276827236003,0.0074746214227875245,0.5502023846287526,134,5,392,34,20,sgd,-0.33010580454874705,0.69
dataset_name,RF,LCB,2,162.93754720687866,0.4369668884466272,0.4385063503438554,0.002846727773445942,relu,0.028943043979222333,0.005098679239667187,0.8596754237527693,267,3,227,6,20,adam,-0.4192335472542356,0.89
dataset_name,RF,LCB,3,97.6978645324707,0.4632693876315117,0.456447401644464,0.010069101773087594,relu,0.7597050145989949,0.004190336015327252,0.511510966607565,348,4,547,49,20,sgd,-0.3076161554662836,0.69
dataset_name,RF,LCB,4,137.13870525360107,0.46618992786170016,0.4643982596189456,0.004393997142535999,relu,0.3530675708499147,0.00947994740886307,0.8066313378774554,113,3,356,31,20,sgd,-0.3547597793220324,0.825
dataset_name,RF,LCB,5,92.6865005493164,0.45877063053916767,0.45908827198178254,0.00549771644420441,relu,0.0677090881302927,0.006706904747363482,0.7222663559159085,206,4,842,28,20,sgd,-0.37435211735935264,0.88
dataset_name,RF,LCB,6,362.4784116744995,0.43941272868534353,0.43764094272630816,0.004565534487401011,softplus,0.14756507966321086,0.004482487822898561,0.8418022200886237,257,3,792,37,20,adam,-0.41283841447179165,0.89
dataset_name,RF,LCB,7,163.79088807106018,0.49439736828123265,0.495967735388776,0.004016909706555082,relu,0.2663804962833017,0.009617845973835994,0.8978130896880734,74,1,580,42,20,sgd,-0.30452643182784933,0.845
dataset_name,RF,LCB,8,174.62537121772766,0.4817516805792686,0.4716131257076482,0.015640362629478922,softplus,0.43268514156210874,0.007256868361304162,0.8592583296918468,72,9,603,47,20,sgd,-0.31766218008611624,0.815
dataset_name,RF,LCB,9,253.18731021881104,0.46740773695753185,0.4677198798862668,0.009356760657040789,relu,0.5340876346411939,0.009688100963715243,0.7851380204837103,90,7,901,46,20,adam,-0.34785404058386593,0.845
