dataset,surrogate model,acquisition function,num_iteration,time,Median(model_runs),Mean(model_runs),Standard_Deviation(model_runs),chunksize,h_max_iter,h_stop_condition,kappa,minimum_probability,num_topics,passes,w_max_iter,w_stop_condition,Coherence(not optimized),Topic diversity(not optimized)
dataset_name,RF,LCB,0,64.88499689102173,0.5686792072300396,0.5694297345015782,0.009020340335828457,4820,85,0.001621462067862438,0.6597236255198837,0.05366684736783671,40,107,167,0.000258599175944627,-0.01474552678759591,0.66
dataset_name,RF,LCB,1,232.82002449035645,0.5738612049499819,0.5710825800097877,0.004052197086989189,1360,92,0.009169528088164087,0.8071647705303653,0.08182534973762229,40,443,109,0.00035215736837530164,0.0004238498694887953,0.67
dataset_name,RF,LCB,2,121.96984529495239,0.5704339667027929,0.5692732377282409,0.0017825346450688747,5273,80,0.009716335654208971,0.6627570227987455,0.05797714744644096,40,224,483,0.0008515426771950209,-0.020507319409163977,0.675
dataset_name,RF,LCB,3,179.05652594566345,0.5634742240653922,0.5670835460180057,0.01147962362287065,5156,21,0.002346454071148054,0.885738137367893,0.08306547005797021,40,335,249,0.00031851495066278677,-0.016839875882023486,0.6675
dataset_name,RF,LCB,4,98.84602165222168,0.5635784368334364,0.565411537820612,0.0033086634471772313,9225,31,0.007001969630924772,0.8367199355096173,0.09200749448597417,40,178,486,0.0006890760829715061,-0.024687344641692185,0.6675
dataset_name,RF,LCB,5,235.9884991645813,0.5785230522005934,0.5739091784048403,0.00983578434493316,5629,54,0.007352892880876622,0.8157597011274815,0.05643485976274054,40,447,179,0.0008133842126763416,-0.0036922934470117576,0.68
dataset_name,RF,LCB,6,50.69069170951843,0.5561599746274898,0.5533804881782508,0.0060041649866261265,8517,38,0.00933761704566553,0.5100763110127147,0.06530178717462123,40,84,230,0.0005869803285776918,-0.033243303150553495,0.66
dataset_name,RF,LCB,7,212.03662943840027,0.5798506766358177,0.5828783605547496,0.012853975930894919,6693,64,0.007749861335235347,0.7300717335481104,0.03098811919323481,40,401,111,0.00042419337226091606,0.010828179436343812,0.68
dataset_name,RF,LCB,8,226.4272747039795,0.5603716580517654,0.5650683728207008,0.008358774914531705,6589,51,0.008973255980758862,0.8907749289627251,0.02634921925502519,40,427,186,0.000594710558985541,-0.017919447110714984,0.665
dataset_name,RF,LCB,9,252.24906849861145,0.5827630748530487,0.5792610798644127,0.005895607547824618,8731,65,0.006286024997791843,0.7641381770363276,0.02199339721616672,40,490,164,0.0005601670636900133,-0.004201714703824881,0.6925
