dataset,surrogate model,acquisition function,num_iteration,time,Median(model_runs),Mean(model_runs),Standard_Deviation(model_runs),activation,dropout,lr,momentum,num_epochs,num_layers,num_neurons,num_samples,num_topics,solver,Coherence(not optimized),Topic diversity(not optimized)
dataset_name,RF,LCB,0,11.207290410995483,0.3882290852734269,0.3873198922676151,0.001305827593512997,relu,0.7910004306992118,0.0007836082746486817,0.656529153009486,268,4,220,13,30,adam,-0.5003318776669303,0.85
dataset_name,RF,LCB,1,17.25954008102417,0.5667098963690789,0.5587845467734223,0.01217714667081258,softplus,0.7055276827236003,0.0074746214227875245,0.5502023846287526,134,5,392,34,30,sgd,-0.16415177283823967,0.8533333333333334
dataset_name,RF,LCB,2,9.814239501953125,0.4382249633313721,0.4369717040949391,0.004048995090482777,relu,0.028943043979222333,0.005098679239667187,0.8596754237527693,267,3,227,6,30,adam,-0.41195068138557994,0.86
dataset_name,RF,LCB,3,10.902320623397827,0.5228734014754142,0.5168491268676086,0.011603144540740686,relu,0.7597050145989949,0.004190336015327252,0.511510966607565,348,4,547,49,30,sgd,-0.24173280416870727,0.8033333333333333
dataset_name,RF,LCB,4,17.239218950271606,0.5463806822468237,0.5429710703200638,0.019897414025367398,relu,0.3530675708499147,0.00947994740886307,0.8066313378774554,113,3,356,31,30,sgd,-0.10613101044141394,0.75
dataset_name,RF,LCB,5,24.45649027824402,0.5358830221845103,0.5176796868595815,0.02587626237563544,relu,0.0677090881302927,0.006706904747363482,0.7222663559159085,206,4,842,28,30,sgd,-0.19089719668100366,0.75
dataset_name,RF,LCB,6,8.21409821510315,0.4260659858577619,0.4293192259278957,0.0072241462476623775,relu,0.8905601836208983,0.007797775601282859,0.989715126119049,182,5,114,26,30,adam,-0.4218885726398739,0.8066666666666666
dataset_name,RF,LCB,7,14.836599349975586,0.5468985093153251,0.5468159178767175,0.005981707649984799,relu,0.2663804962833017,0.009617845973835994,0.8978130896880734,74,1,580,42,30,sgd,-0.1258239474887538,0.7566666666666667
dataset_name,RF,LCB,8,33.101173400878906,0.47835283836099707,0.4768491771577646,0.025934467759146873,softplus,0.27067876352136233,0.008096626017116363,0.523289862806523,113,10,329,43,30,adam,-0.24539747203031861,0.7233333333333334
dataset_name,RF,LCB,9,20.665931940078735,0.4890243022711361,0.4855277106629298,0.012906052519105194,relu,0.37580040481528715,0.005294272823925985,0.7348816858542935,117,3,429,7,30,sgd,-0.17143047302670802,0.5966666666666667
