dataset,surrogate model,acquisition function,num_iteration,time,Median(model_runs),Mean(model_runs),Standard_Deviation(model_runs),chunksize,h_max_iter,h_stop_condition,kappa,minimum_probability,num_topics,passes,w_max_iter,w_stop_condition,Coherence(not optimized),Topic diversity(not optimized)
dataset_name,RF,LCB,0,50.62274122238159,0.6024890855222385,0.5993760861686773,0.010553289900591137,4820,85,0.001621462067862438,0.6597236255198837,0.05366684736783671,10,107,167,0.000258599175944627,-0.0018828162768421946,0.76
dataset_name,RF,LCB,1,198.24303340911865,0.5897913754831711,0.5949117539926408,0.007355195435577651,1360,92,0.009169528088164087,0.8071647705303653,0.08182534973762229,10,443,109,0.00035215736837530164,-0.04412705293436649,0.79
dataset_name,RF,LCB,2,101.01052451133728,0.5692455575060117,0.5715050522795738,0.007086416833215812,5273,80,0.009716335654208971,0.6627570227987455,0.05797714744644096,10,224,483,0.0008515426771950209,-0.06697236150535828,0.75
dataset_name,RF,LCB,3,160.39703631401062,0.5768617735835538,0.5794884477149718,0.0065805807518529045,5156,21,0.002346454071148054,0.885738137367893,0.08306547005797021,10,335,249,0.00031851495066278677,-0.05665380169515351,0.77
dataset_name,RF,LCB,4,81.02135491371155,0.5732884953712301,0.5694114436632539,0.005910742015815245,9225,31,0.007001969630924772,0.8367199355096173,0.09200749448597417,10,178,486,0.0006890760829715061,-0.07049265587650182,0.75
dataset_name,RF,LCB,5,198.6834647655487,0.595336562851433,0.5977368159763601,0.00835468508725858,5629,54,0.007352892880876622,0.8157597011274815,0.05643485976274054,10,447,179,0.0008133842126763416,-0.02426743616189028,0.8
dataset_name,RF,LCB,6,16.477757453918457,0.5685270166581672,0.5652461745859393,0.011618933692507735,4367,25,0.0032224056913229197,0.5498132452892371,0.07570981302805026,10,30,163,0.00010303116045636897,-0.04445390049028217,0.69
dataset_name,RF,LCB,7,163.7626028060913,0.5841576813395011,0.581877650733537,0.005404202550773116,4721,66,0.004923230368155113,0.6320408164491248,0.04951607410958306,10,364,198,0.0003951899411883388,-0.07317743058168931,0.76
dataset_name,RF,LCB,8,14.759957551956177,0.5790736907752291,0.5701139122952328,0.019090115225524562,2337,97,0.0017259824588710308,0.8109817422937573,0.019780145653988716,10,26,160,0.0006163424217238586,-0.043985712495754524,0.7
dataset_name,RF,LCB,9,171.17577624320984,0.568168689585032,0.5695245524322629,0.006770747256970411,8816,93,0.002033442551226484,0.8711706731465979,0.01699068717632985,10,377,169,0.00015606706338397227,-0.06990097649333521,0.72
