dataset,surrogate model,acquisition function,num_iteration,time,Median(model_runs),Mean(model_runs),Standard_Deviation(model_runs),activation,dropout,lr,momentum,num_epochs,num_layers,num_neurons,num_samples,num_topics,solver,Coherence(not optimized),Topic diversity(not optimized)
dataset_name,RF,LCB,0,11.28346061706543,0.38044149651623926,0.3814367449487719,0.001588681616113264,relu,0.7910004306992118,0.0007836082746486817,0.656529153009486,268,4,220,13,50,adam,-0.5043417226369535,0.824
dataset_name,RF,LCB,1,11.924938201904297,0.4247562026641476,0.42739062378776294,0.0037835557491860926,relu,0.7055276827236003,0.0074746214227875245,0.5502023846287526,134,5,392,34,50,adam,-0.40571758153549986,0.758
dataset_name,RF,LCB,2,15.649864196777344,0.5077789859169675,0.5175622465054122,0.019197621330819068,softplus,0.028943043979222333,0.005098679239667187,0.8596754237527693,267,3,227,6,50,sgd,-0.16961885353613046,0.66
dataset_name,RF,LCB,3,26.27243185043335,0.44593674107811704,0.44759429584469385,0.015767746197034246,softplus,0.7597050145989949,0.004190336015327252,0.511510966607565,348,4,547,49,50,adam,-0.3345867763637082,0.676
dataset_name,RF,LCB,4,21.641960382461548,0.4627190826394315,0.46551459121906413,0.016653543733824737,softplus,0.3530675708499147,0.00947994740886307,0.8066313378774554,113,3,356,31,50,adam,-0.28277740370615,0.684
dataset_name,RF,LCB,5,40.296128273010254,0.45793227319402646,0.45440815080263225,0.007273544946972809,softplus,0.0677090881302927,0.006706904747363482,0.7222663559159085,206,4,842,28,50,adam,-0.3353624649740029,0.686
dataset_name,RF,LCB,6,16.136404514312744,0.45082085478268985,0.45187150230449796,0.0017430220991177872,relu,0.021057613777936246,0.00412913139681602,0.5115677725721385,137,3,686,18,50,sgd,-0.26673343009776374,0.584
dataset_name,RF,LCB,7,22.548415184020996,0.6420218894034063,0.6433229673975336,0.001985546032120522,softplus,0.2663804962833017,0.009617845973835994,0.8978130896880734,74,1,580,42,50,adam,-0.021763211724919813,0.934
dataset_name,RF,LCB,8,29.033448219299316,0.5519154704200608,0.5557697425029317,0.011810246689815243,softplus,0.21975224461286982,0.004808357465490431,0.9839444475957753,280,1,805,37,50,sgd,-0.10803495868630578,0.746
dataset_name,RF,LCB,9,28.053406715393066,0.4328074547191665,0.45253628329100676,0.052658563690892446,softplus,0.07335105382418583,0.0028897516922578178,0.9310664883273585,318,2,792,42,50,adam,-0.36070683964433586,0.682
