dataset,surrogate model,acquisition function,num_iteration,time,Median(model_runs),Mean(model_runs),Standard_Deviation(model_runs),activation,dropout,inference_type,model_type,num_epochs,num_layers,num_neurons,num_samples,num_topics,solver,Coherence(not optimized),Topic diversity(not optimized)
dataset_name,RF,LCB,0,731.5962281227112,0.42641085678659296,0.4344888459911491,0.0140468845076912,rrelu,0.7910004306992118,combined,LDA,294,2,30,17,20,adam,-0.42270407668566146,0.79
dataset_name,RF,LCB,1,468.84852862358093,0.4129934212516308,0.4117660111659192,0.0075219165991158715,sigmoid,0.7055276827236003,zeroshot,prodLDA,184,4,200,14,20,adam,-0.46038242658155976,0.855
dataset_name,RF,LCB,2,836.3571269512177,0.44184274215038843,0.4424435569380165,0.010278260110525642,selu,0.851925889694314,combined,prodLDA,281,1,200,32,20,adam,-0.36641378474085257,0.79
dataset_name,RF,LCB,3,453.796147108078,0.4027497412760417,0.4045794103863158,0.007306573047479794,sigmoid,0.4748628384945795,combined,LDA,196,4,50,38,20,adam,-0.47947402083948987,0.89
dataset_name,RF,LCB,4,286.26688170433044,0.4329299227141605,0.4308729456101439,0.006515945958145812,elu,0.6077221243289302,zeroshot,prodLDA,239,1,30,35,20,adam,-0.416775140862368,0.84
dataset_name,RF,LCB,5,823.3275754451752,0.5451006553008769,0.543449981591789,0.013595048021857513,relu,0.3394964805353097,combined,prodLDA,118,4,50,49,20,sgd,-0.2019970635377204,0.86
dataset_name,RF,LCB,6,859.0582265853882,0.5470750369766892,0.5429371709577412,0.022712640560504028,relu,0.711358258327472,combined,LDA,367,1,200,50,20,sgd,-0.22144123067800994,0.92
dataset_name,RF,LCB,7,206.9793004989624,0.40226621157850173,0.4058201848922724,0.008875172780395874,softplus,0.2176093801649332,zeroshot,LDA,345,1,100,41,20,adam,-0.4758583745479834,0.865
dataset_name,RF,LCB,8,875.8083350658417,0.437434842008557,0.4363250566672416,0.007243222272808226,relu,0.7870395569649105,combined,prodLDA,185,1,200,49,20,adam,-0.40075653399303857,0.81
dataset_name,RF,LCB,9,1180.754644393921,0.5333570632908282,0.5579517212774567,0.03879600521136565,relu,0.7322359654209012,combined,prodLDA,338,4,200,49,20,sgd,-0.23282761721069792,0.875
