dataset,surrogate model,acquisition function,num_iteration,time,Median(model_runs),Mean(model_runs),Standard_Deviation(model_runs),activation,dropout,num_epochs,num_neurons,num_topics,optimizer,rho,t_hidden_size,Coherence(not optimized),Topic diversity(not optimized)
dataset_name,RF,LCB,0,15.190744161605835,0.04769932321876176,0.04769932321876177,6.938893903907228e-18,sigmoid,0.7910004306992118,128,200,40,adagrad,285,500,0.03663677592055335,0.025
dataset_name,RF,LCB,1,7.066056966781616,0.061127072949721084,0.06112764615285641,4.338989336592186e-06,relu,0.7055276827236003,357,200,40,rmsprop,245,775,0.02590616609877061,0.0325
dataset_name,RF,LCB,2,61.82061290740967,0.373667133329004,0.3739150842807466,0.0008638411137060092,relu,0.3077499918792237,137,100,40,asgd,296,487,-0.5252514185282205,0.8925
dataset_name,RF,LCB,3,10.285240650177002,0.04769932321876176,0.04769932321876177,6.938893903907228e-18,softplus,0.7038436422927611,191,200,40,adam,553,784,0.03663677592055335,0.025
dataset_name,RF,LCB,4,136.02381491661072,0.3832938352121382,0.38390197063861203,0.004205113558623541,softplus,0.9003794997111229,274,100,40,asgd,367,471,-0.49185412567398873,0.78
dataset_name,RF,LCB,5,155.92320775985718,0.38043366945654095,0.38281309554534015,0.0034718850090789634,sigmoid,0.6877274763703004,252,200,40,asgd,215,981,-0.4973867842197263,0.7825
dataset_name,RF,LCB,6,135.39471435546875,0.38498637044664435,0.3828476367659159,0.012291235915722308,softplus,0.15088457607405992,351,100,40,asgd,293,786,-0.4364448685687467,0.6075
dataset_name,RF,LCB,7,115.54839062690735,0.3782797210157463,0.3783810744864447,0.000986905046271267,softplus,0.28621675377238986,240,100,40,asgd,388,440,-0.5059214910595105,0.8175
dataset_name,RF,LCB,8,211.9826536178589,0.3525413950368256,0.3620264470191581,0.019252828362876364,softplus,0.26602516250155533,432,300,40,asgd,492,461,-0.2432239105743242,0.33
dataset_name,RF,LCB,9,98.87125635147095,0.37174834241312527,0.37130011046631717,0.0027221369441425736,relu,0.5881327791404128,147,100,40,asgd,280,974,-0.530118039676767,0.89
