dataset,surrogate model,acquisition function,num_iteration,time,Median(model_runs),Mean(model_runs),Standard_Deviation(model_runs),activation,dropout,lr,momentum,num_epochs,num_layers,num_neurons,num_samples,num_topics,solver,Coherence(not optimized),Topic diversity(not optimized)
dataset_name,RF,LCB,0,195.37050104141235,0.3800316360179199,0.379124897352972,0.010487944923812872,relu,0.7910004306992118,0.0007836082746486817,0.656529153009486,268,4,220,13,10,adam,-0.5210456421358762,0.95
dataset_name,RF,LCB,1,218.4597682952881,0.4756071683495155,0.47688059853953507,0.013731690033718252,softplus,0.7055276827236003,0.0074746214227875245,0.5502023846287526,134,5,392,34,10,sgd,-0.3301266248886213,0.82
dataset_name,RF,LCB,2,66.64586114883423,0.4393966764774355,0.4419998515459771,0.009361087452691052,relu,0.028943043979222333,0.005098679239667187,0.8596754237527693,267,3,227,6,10,adam,-0.43194211354590084,0.97
dataset_name,RF,LCB,3,71.804030418396,0.4908113500080427,0.49285519748213263,0.0034168866607378443,relu,0.7597050145989949,0.004190336015327252,0.511510966607565,348,4,547,49,10,sgd,-0.2838815619504508,0.78
dataset_name,RF,LCB,4,38.67660331726074,0.4800202982904643,0.4835277858264426,0.016236771073466605,relu,0.3530675708499147,0.00947994740886307,0.8066313378774554,113,3,356,31,10,sgd,-0.3530066031303177,0.93
dataset_name,RF,LCB,5,76.53791332244873,0.4781246513730142,0.47991985132942533,0.003944180939887342,relu,0.0677090881302927,0.006706904747363482,0.7222663559159085,206,4,842,28,10,sgd,-0.36109952360736375,0.97
dataset_name,RF,LCB,6,97.19399762153625,0.4561926847442412,0.46341106021491457,0.01682394084795417,softplus,0.14756507966321086,0.004482487822898561,0.8418022200886237,257,3,792,37,10,adam,-0.405417400867848,0.98
dataset_name,RF,LCB,7,41.218583822250366,0.4724484838135705,0.47366901990718363,0.015707198262892682,softplus,0.8892363662122614,0.005666959552150942,0.7525448031081674,440,1,818,33,10,sgd,-0.34571998658091935,0.81
dataset_name,RF,LCB,8,40.56630754470825,0.47428289147796626,0.47561329677762304,0.00858936267041292,relu,0.60842312922905,0.00024433451794797696,0.6138790634569873,155,10,180,12,10,sgd,-0.3507608450814082,0.88
dataset_name,RF,LCB,9,57.79947519302368,0.4743572109379002,0.4782249882073635,0.009552766600874923,relu,0.5604326357441854,0.008238228765778566,0.5309417462587404,311,4,747,30,10,adam,-0.3584254819150695,0.91
