dataset,surrogate model,acquisition function,num_iteration,time,Median(model_runs),Mean(model_runs),Standard_Deviation(model_runs),chunksize,h_max_iter,h_stop_condition,kappa,minimum_probability,num_topics,passes,w_max_iter,w_stop_condition,Coherence(not optimized),Topic diversity(not optimized)
dataset_name,RF,LCB,0,53.21142840385437,0.5615553505942502,0.5627133336536015,0.003457460642067797,4820,85,0.001621462067862438,0.6597236255198837,0.05366684736783671,20,107,167,0.000258599175944627,-0.07758698223154592,0.71
dataset_name,RF,LCB,1,200.54092502593994,0.5841641177952889,0.5828375600451992,0.003953188326475785,1360,92,0.009169528088164087,0.8071647705303653,0.08182534973762229,20,443,109,0.00035215736837530164,-0.05119105183593799,0.74
dataset_name,RF,LCB,2,104.06518959999084,0.5752829428737393,0.573785226779793,0.006976342908987798,5273,80,0.009716335654208971,0.6627570227987455,0.05797714744644096,20,224,483,0.0008515426771950209,-0.05384337727469608,0.745
dataset_name,RF,LCB,3,154.02205348014832,0.5667547930328474,0.5675009788559658,0.012580540468700538,5156,21,0.002346454071148054,0.885738137367893,0.08306547005797021,20,335,249,0.00031851495066278677,-0.06114815640347886,0.715
dataset_name,RF,LCB,4,84.11807751655579,0.5861425778048983,0.580039647555911,0.00885186730255706,9225,31,0.007001969630924772,0.8367199355096173,0.09200749448597417,20,178,486,0.0006890760829715061,-0.03290356984300573,0.735
dataset_name,RF,LCB,5,203.84066438674927,0.5809778779193441,0.5853107414929695,0.006213386162943945,5629,54,0.007352892880876622,0.8157597011274815,0.05643485976274054,20,447,179,0.0008133842126763416,-0.024704819070251287,0.725
dataset_name,RF,LCB,6,42.218570709228516,0.5550664373288375,0.5600192079752944,0.008533455227167641,8517,38,0.00933761704566553,0.5100763110127147,0.06530178717462123,20,84,230,0.0005869803285776918,-0.08029098784562344,0.705
dataset_name,RF,LCB,7,109.51405572891235,0.5700832096911261,0.5716827495374494,0.010310690843756827,7825,37,0.007504907301015866,0.8498715429575868,0.04999879510369369,20,236,491,0.000854360024746863,-0.04753245612760879,0.71
dataset_name,RF,LCB,8,148.05427622795105,0.5760840223366636,0.5794040629630096,0.009218351566639835,9341,25,0.007420780728771931,0.8090332718532651,0.09282518631455257,20,322,137,0.000646113093392464,-0.07646426345614717,0.745
dataset_name,RF,LCB,9,205.89122605323792,0.572470138663162,0.5738773692315235,0.009418592052227179,8504,83,0.0044271927119839466,0.7975450112349349,0.09066270992167494,20,447,194,0.0006539432723390425,-0.05827799282236372,0.73
