dataset,surrogate model,acquisition function,num_iteration,time,Median(model_runs),Mean(model_runs),Standard_Deviation(model_runs),activation,dropout,inference_type,model_type,num_epochs,num_layers,num_neurons,num_samples,num_topics,solver,Coherence(not optimized),Topic diversity(not optimized)
dataset_name,RF,LCB,0,687.647269487381,0.42520562136062706,0.42181007602195786,0.005533573371200786,rrelu,0.7910004306992118,combined,LDA,294,2,30,17,40,adam,-0.39663038380222015,0.72
dataset_name,RF,LCB,1,882.1072707176208,0.41706229499520187,0.41711918579608165,0.0074962622735833765,sigmoid,0.7055276827236003,zeroshot,prodLDA,184,4,200,14,40,adam,-0.41535447041572376,0.7275
dataset_name,RF,LCB,2,711.8655893802643,0.4124522600851349,0.4106497738150739,0.00657651088272213,selu,0.851925889694314,combined,prodLDA,281,1,200,32,40,adam,-0.4150047953313451,0.7125
dataset_name,RF,LCB,3,395.9142243862152,0.39882843303959714,0.3966424686911347,0.006151012894431428,sigmoid,0.4748628384945795,combined,LDA,196,4,50,38,40,adam,-0.47395348938795917,0.815
dataset_name,RF,LCB,4,180.3182475566864,0.4088271798709761,0.4089658802810478,0.005039092069823431,elu,0.6077221243289302,zeroshot,prodLDA,239,1,30,35,40,adam,-0.4602033617884542,0.8425
dataset_name,RF,LCB,5,814.4029116630554,0.5411650284484504,0.5440117483775705,0.01263567108609477,relu,0.3394964805353097,combined,prodLDA,118,4,50,49,40,sgd,-0.13119105814854592,0.7175
dataset_name,RF,LCB,6,220.14423966407776,0.4078925239887906,0.40979541957945775,0.0057646825529147055,softplus,0.8303777741403949,zeroshot,LDA,101,3,10,32,40,adam,-0.4576193136226096,0.8225
dataset_name,RF,LCB,7,898.5083949565887,0.5621899286796539,0.5623738964659166,0.01915727093341052,tanh,0.802841865327007,combined,prodLDA,119,4,300,40,40,sgd,-0.13326733788287579,0.8225
dataset_name,RF,LCB,8,393.72953033447266,0.41018582653170793,0.4103790725993679,0.0005741732740398831,leakyrelu,0.9169100573510246,combined,prodLDA,141,4,50,45,40,adam,-0.4551922305753001,0.8325
dataset_name,RF,LCB,9,888.7505447864532,0.5288847964424513,0.5323571558230896,0.005700535438426026,rrelu,0.635171620374173,combined,prodLDA,100,4,50,48,40,sgd,-0.17014445875148226,0.7375
